word,uk,et,lt,vot,bo,ba,vro,tl,hi,te,km,sk,mjt,fy,gv,kfe,gdb,as,xmf,ru,gd,bfq,mt,da,kfa,ml,lo,ta,cs,ku,kru,la,ca,bn,ko,xub,ro,th,krl,brh,mk,sv,ug,vi,vep,be,tcx,zu,yi,kxv,nn,en,az,fr,kff,kn,el,ps,nl,hu,he,pt,it,fa,yea,tcy,fo,ka,mn,ny,oc,sl,bg,se,fi,pci,id,tg,lv,cy,lb,ga,br,sq,hy,pl,sva,my,liv,de,ms,ja,gl,sa,za,gon,ar,is,tr,af,lzz,kfb,ur,es
man,,ˈmeːs,ʒmoˈɡʊs,ˈmeːz,,kɪ̞ˈʃɪ̞,ˈmiːsː,,məˈnʊ.ʂjə,puɾuʂuɖu,mnus̥s,ˈt͡ʃɫɔvɛk,muɖsa:,ˈminskə,,ganmagu,tukud,ma.nuʱ,kʼɔtʃi,t͡ɕɪlɐˈvʲek,t̪ɯɲə,kanɖumuga,ˈbnɪːdɛm,,a:naaɭə,a:ɳə,ma˧˧ nut˧˧,a:ɳə,ˈt͡ʃlovjɛk,ˈmɯɾov,me:t,ˈho.moː,ˈɔ.mə,manuʃ,ˈsʰa̠ːɾa̠m,gəɳɖaɭə,om,ma˦˥.nut̚˦˥,ˈmies,naɾeenə,ˈt͡ʃɔvɛk,mɛnːɪɧa,,ŋɨəj˨˩,ˈmezʲ,t͡ʂaɫaˈvʲek,a:lom,umúːntu,mɛnt͡ʃ,kakasi,²mɛnːɛʃə,mæn,inˈsɑn,ɔm,magaʋa:ɳɖ,ganɖasu,ˈanθɾɔpɔs,,mɛns,ˈɛmbɛr,,ˈɔmẽɪ̯,ˈwɔ.mo,,panija,a:ndʒʋu,,kʼätsi,,,,ˈtʃlɔ̀ːʋɛk,tʃoˈvɛk,,ˈmies,tūk,o.raŋ,,tsìlvæ̀ːks,dɨːn,mənʃ,ˈd̪ˠɪnʲə,,ɲɛˈɽi,mɑɾtʰ,ˈt͡ʂwɔ.vʲɛk,märɛ,lù,ˈmiːe̞z,mɛnʃ,,⟨pi1to2⟩,ˈɔmɪ,mɐ.n̪uʂ.jɐ́,βun˧˩,mankal,ʔin.saːn,ˈmanːɛsca,inˈsɑn,,kʼɔtʃi,maniʂa:n,,ˈombɾe
near,,ˈlæhedɑl,,ˈlitʃi,,jɑ.ˈqɯ̞n,ˈlæhkːyn,,,,jit,,,,,,,,χɔlɔ,ˈblʲiskʲɪj,dɫ̪uː,,ʔriːp,nɛːr,,,,,ˈbliːskiː,,,proˈpin.kʷus,,,ka̠k͈a̠p̚t͈a̠,,a.ˈpro̯a.pe,klaj˥˩,ˈlæsːæ,,,,,ɣən˨˩,ˈlæz,ˈblʲiskʲi,,,,,næːr,nɪə(ɹ),jɑχˈɯn,pʁɛ,,,,niɡˈde,,ˈkøzɛl,,ˈpɛɾ.tu,viˈtʃino,næzˈd̪iːkʲ,,,,äχlɔ,,,,,ˈblizək,,ˈlæhelːæ,,dəkat,,,,,d̪ˠlˠuː,,,mɔt,ˈblʲis.kʲi,pʰɛdiä,ní,ˈle̞ʒgɨl,naː,dəkat,,,,,,qa.riːb,,jaˈkɯn,,χɔlɔs,,,ˈθerka
hand,rʊˈkɑ,ˈkæsi,ɾɐŋˈkɐ,ˈtʃæsi,,quɫ,ˈkːæsːi,,ɦaːt̪ʰ,tʃejji,ṭai,ˈruka,ʈeʈu,,,kaij,ki:,,χɛ,rʊˈka,ɫ̪ãːv,kaj,,hɔnˀ,kaj,kaj,mɯː˦˥,kaj,ˈruka,,kʰekkʰa,ˈma.nus,ˈma,ɦat̪,sʰo̞n,ki:ja,ˈmɨ.nə,mɯː˧,ˈkæsi,ɖu:,,hand,,taj˧˧,ˈkæzi,,koi,isáːnɮa,hant,keju,hɑnd,hænd,,mɛ̃,kaj,kaj,ˈçeɾi,lɑs,ɦɑnt,ˈkeːz,jad,ˈmɐ̃w̃,ˈmaːno,dæst,kaj,kai,hɔnt,χɛli,ɢar,ˈd͡za.ⁿd͡ʒa,ma,rɔ̀ːka,rəˈka,,ˈkæsi,key,taŋan,,ɾùoka,ɬaːu̯,hant,l̪ˠɑːvˠ,ˈdɔʁn,dɔɹ,d͡zɛrkʰ,ˈrɛŋ.ka,ʃi,lɛʔ,ˈpiv,hant,taŋan,,,ɦɐ́s̪.t̪ɐ,mɯ˧˩,kaj,jad,hœnt,el,,χɛ,keju,ɦat̪ʰ,ˈmano
when,kɔˈlɪ,ˈmilːɑl,kɐˈdɐ,ˈkɤnz,,ˈqɑsɑn,ˈkːunɑ,,kəb,,ʾṅ̥kāl´ṇā,,,,,,,kɛ.tia,muʒäms,kɐɡˈda,,,,vɔrnɔːr,,,mɯa˧˧,,ɡdɪ,,,ˈkʷan.doː,ˈkwan,kɒ.kʰɒn,ˈɘːnd͡ʑe̞,,kɨnd,mɯa̯˥˩,ˈkonsɑ,,ˈkɔɡa,,,xi˧˧ naːw˨˩,ˈkonz,,,,,,,ʍɛn,ˈhɑt͡ʃɑn,kɑ̃,,,ˈpote,,ʋɑˈneːr,ˈmikor,maˈtaj,ˈkwɐ̃.du,ˈkwando,kʰej,,,,rɔdis,,,,ˈɡdàːj,,,ˈkoskɑ,,ka.pan,,,prɨːd,,kəˈhɪnʲ,,,jɛɾpʰ,ˈkʲɛ.dɨ,ʃɔmä,bɛ̀dɔ̰,ˈkunɑː,van,bi.lə,nã̠ɲ̟d͡ʑi,,kɐ.d̪ɑ́ː,,,ma.taː,,,,mundɛs,,,ˈkwando
wing,,ˈtiːb,,ˈsiːpi,,qɑˈnɑt,ˈsːiːp,,,,s̥lāp,ˈkriːdɫɔ,,,ˈskiːən,,,dɛu.ka,suä,krɨˈlo,,,ˈd͡ʒwɪːnɐħ,,,,,,kr̝̊iːdlo,,,ˈaː.la,ˈa.lə,,na̠ɭɡe̞,,,piːk̚˨˩,ˈsiːbi,,,ˈvɪŋˌɛ,,kajŋ̟˧˦,ˈsuːg,krɨˈɫo,,íːpʰiːɠo,,,,wɪŋ,ɡɑˈnɑd,ɛl,,,,,,ˈsaːrɲ,kaˈnaf,ˈa.zɐ,ˈala,bɒːl,,,ˈvɔŋkʊɹ,pʰrtʰä,,ˈpʰi.ko,,ˈkrìːlɔ,kriˈlɔ,ˈsoɑ̯ɟɟiː,ˈsiːpi,,,bɔːl,spàːɾns,ˈadai̯n,,ˈʃcɪhɑːn,ˈas.kɛl,kɾa,tʰɛv,ˈskʂɨ.dwɔ,kʼäbərdʒ,ʔətàʊɴ,ˈt̪iːbɨz,ˈflyːɡl̩,,t͡sɨᵝba̠sa̠,aː,,fɯːt˧,,d͡ʒa.naːħ,ˈvaiŋkʏr,,,msvä,,,ˈala
round,,ˈymɑr,,ˈpulskɤɑ,,tʏ.ŋæˈræk,ˈtːsːɤːrikː,,,guɳɖɾani,,,guɖme,,,ʋaʈam,tukud,,rgväli,ˈkruɡlɨj,kʰruɪɲ,,,,uɾuʈa,vaṭṭa,,ʋaʈʈam,ˈkulatiː,,guʈiɳɖa,roˈtun.dus,roˈdo,,tuŋɡɯɭda̠,bəjnsakɾangu:də,roˈtund,,ˈpyøryɑ,go:l peɾi,,,,swɛ˧˧,ˈkehker,ˈkruɣɫɨ,uʈʈi,,,,,ˈɹaʊnd,,ʁɔ̃,guɳɖɾa:n,baṭṭa,,ɡərd,rɔnt,ˈkɛrɛk,,ʁɨ.ˈdõ.du,roˈtondo,,uɾuʈu,uɾuʈə,,mrgväli,,,,otˈkròːɡəw,,,ˈpyøreæ,tūk,,,,krʊn,,kɾˠiːnʲ,,,,ɔˈkrɔŋ.ɡwɨ,kʼurpʼi,wáɪɴ,ˈimːɨr,ʀʊnt,,,reˈðondo̝,,,guɳɖɾal,,,,,mɔrgväli,bubbaɾi,,reˈdondo
not,ˈnɛ,ˈei,,ˈeb,,ˈtʏ.ɡɪ̞l,ˈei,,nə.ɦĩː,le:du,,,mala:,ˈnɛt,,illa,tukud,nɔ.ɦɔɛ,vär,nʲɪ,,kulle,,ekə,ille,illa,bɔː˧˧,ille,nɛ,,mala,noːn,ˈno,,a̠n,ila,nu,maj˥˩,ˈei,a:xa,,ˈɪnˌtɛ,,xəwŋ͡m˧˧,ˈei,nʲe,a:ɖudi,,nit,,²ɪçːə,nɒt,dejil,nə,ille,alla,ðe̞,,nit,ˈnɛm,lo,nɐ̃w̃,non,næ,ille,a:tu,ˈɪʰtʃːɪ,är,,,,ˈnɛ́,nɛ,,ˈei,tūk,,,,dɪm,,n̠ʲiː,,nʊk,t͡ʃʰ,ɲɛ,dɛmɛ,mə,ˈæb,nɪçt,tidaʔ,,ˈnʊŋ,,ɓou˥,helle,laː,ˈɛhcɪ,dejil,ni,vär,ka:du,nəɦĩː,no
thou,ˈtɪ,ˈsinɑ,tʊ,ˈsiæ,,,ˈsːɑʔ,,tʊm,ni:ʋu,,ˈti,ni:n,,,ni:ja,in,tɔɪ,si,tɨ,hu,ni,,du,ni:nə,ni,,ni,tɪ,,ni:n,tuː,ˈtu,ˈθʊiː,ta̠ŋɕʰin,ni:jə,tu,kʰun˧,ˈsie,ni:,ti,dʉː,,maj˨˩,ˈsinæ,,ni,,,ninu,,ðaʊ,,ty,nimma,ni:nu,,,ɣɛi̯,ˈtɛ,(ʔ)aˈta,tu,t̪u,to,ni,i,tʰʉuː(w),ʃɛn,,,,ˈtíː,ti,,ˈsinæ,īn,kamu,,,tiː,,t̪ˠuː,,,du,tɨ,si,,ˈsinɑː,duː,əŋkau̯,⟨ki1mi1⟩,,,,nimme,ʔanta,θu,sen,,si,ni:nu,tʊm,ˈtu
foot,,ˈjɑlg,,ˈʝɑlkɑ,,,ˈjɑlk,,pɛːɾ,aɖugu,joeṅ,ˈnɔɦa,ɾaɖadu,,,tapaɖ,pa:dam,,närtʃäkʼutʃχi,nɐˈɡa,kʰas,anga:lə,,foːd,anga:l,aṭi,,aɖi,ˈnoɦa,ˈpiː,kʰeɖ,peːs,ˈpɛw,,pa̠ɭ,ka:lə,piˈt͡ʃjor,tʰaːw˦˥,ˈjɑlkɑ,nat,,fuːt,,ʔɓaːn˨˩ t͡ɕən˧˧,ˈjoug,naˈɣa,ko:l,úːɲaːwo,fʊs,pa:dami,fuːt,fʊt,ɑˈjɑχ,pje,aɖugu,aḍi,ˈpoði,,vut,ˈlaːb,ˈʁɛɡɛl,ˈpɛ,ˈpjɛde,pɒː,ka:lə,ka:lə,ˈfɔuːtʊɹ,tʼɛrpʰi,,ˈpʰa.zí,pɛ,stɔˈpàːlɔ,stəˈpalo,,ˈjɑlkɑ,tūk,,pɔːj,,troːɨ̯d,fou̯s,kɔsˠ,,kəm.bə,vɔtkʰ,ˈstɔ.pa,lägæäm,t͡ɕʰè/,ˈlɑbɑː,fuːs,kaki,a̠ɕi,ˈpɛ,pɐ́d̪,tin˨˦,ka:l,ra.d͡ʒi.la,,ɑˈjɑk,,tʼäbu,dʒeʈʈa,,pje
flow,,ˈʋoːlɑmɑ,ˈbʲeːk.tʲɪ,ˈʝohsɑ,,,ˈjuːsːkːmɑ,,,,hūr,ˈci̯ɛt͡sc,,,,,,bʊa,ulä,tʲet͡ɕ,,,,,,,,,tɛːt͡st,,,ˈflu.oː,fluˈi,,,,,laj˩˩˦,ˈvirːɑtɑ,,,,,t͡ɕaj˧˩,ˈjokstɑ,,,,,,,fləʊ,,ku.le,,,ˈre.o,,ˈvlujə(n),ˈfojik,,,fluˈire,,,,,dinɛbä,,,,ˈtɛtʃi,tɛˈkə,,ˈʋirːɑtɑ,,,,,,ˈflei̯sen,,,,hoˈsɛl,ˈpwɨ.nɔɲt͡ɕ,lizi,sí,ˈjuːokʃɨ,ˈfliːsn̩,alo(r),,,,,,,ˈrɛnːa,,flui,ɔzimzilu,,,ˈflwiɾ
stick,,ˈkepː,lɐzˈdɐ,ˈriuku,,tɑ.ˈjɑq,ˈkːepː,,t͡ʃʰə.ɽiː,,ṭṃpṅ,,,,,,,,bigä,ˈpalkə,,,,kɛp,,,,,ɦuːl,,,ˈba.ku.lum,,,mak̚d̬ɛːɡi,,,dun˥˩,ˈkepːi,,stap,ɕɛp,,ɣəj˧˨ʔ,ˈkɑlu,,,índuːɠu,,,çɛp,stɪk,,bɑ.tɔ̃,,,,,,ˈbot,,ˈpaʊ,basˈtone,t͡ʃoːb,,,,dʒɔχi,,,,,ˈprɤtʃkə,,ˈkepːi,,,tʃɵb,,,,ˈbˠat̪ˠə,,,pʰɑjt,kʲij,pʰäu,doʊʔ,ˈsovɑː,ʃtaːp,bataŋ,,,,,,ʕa.sˁan,ˈstaːvʏr,tʃubuk,,bigä,,,
guts,,ˈsoːled,,ˈsoːlɤd,,,ˈsːoːlikuʔ,,,,,,,,,,,,tʃʼi,kʲɪʂˈkʲi,,,,,,,,,,,,,,,,,,,ˈsuonet,,ˈt͡srɛva,,,,ˈsoliʃt,,,,,,,ɡʌts,,ɑ̃t.ʁaj,,,,,,ˈbeːl,,,,,,,,nätsʼlävi,,,,,,,ˈsuolisto,,,,,,,ˈɪn̠ʲiː,,,pʰoɾoˈtikʰ,,tʃʼintʃʼil,ʔù,ˈsuːold̪,ˈaɪ̯nɡəvaɪ̯də,,,,,,,,,,,tʃʼu,,,
tongue,jɐˈzɪk,ˈkeːl,,ˈtʃeːli,*lt͡ɕe,tɪ̞l,ˈkːiːl,ˈdi.laʔ,dʒiːbʱ,na:luka,ʾṇ̥ṭāt,ˈja.zik,taɖta,,ˈtʃɛnʲə,na:lgə,na:ng,zi.bʱa,ninä,(j)ɪˈzɨk,tʰʲɛŋɡə,na:lange,,tɔnɡə,na:ʋu,na:kə,,na:kkə,ˈjazɪk,ˈzɯmɑːn,takkha,ˈlin.ɡʷa,ˈʎəŋ.ɡwə,,çjʌ̹,nelgi,ˈlimbə,lin˦˥,ˈkieli,duʋi:,ˈjazik,ˈtɵŋˌa,,lɨəj˦ˀ˥,ˈkelʲ,jaˈzɨk,no:f,ûːlîːmi,tsʊŋ(ɡ),ʋenɖa:ɾu,,tʌŋ,dil,lɑ̃ɡ,na:like,na:lige,ˈɣlosa,ˈʒəbə,tɔŋ,ˈɲɛlv,laˈʃɔn,ˈlĩ.ɡwɐ,ˈliŋ.ɡwa,zæˈbɒ(ː)n,na:ʋu,na:la:ji,ˈtʰʊŋka,ɛnä,xiɮ,ɽiˈɽí.me,ˈleŋɡo,ˈjɛ̀ːzik,ɛˈzik,ˈɲuo̯vtt͡ʃa,ˈkieli,nevãḍ,,zæˈbɔːn,mɛ̀ːlɛ,ˈtavɔd,t͡soŋ,ˈtʲaŋə,ˈtɛwt,ˈɟʑuhə,lɛˈzu,ˈjɛ̃.zɨk,nin,ʃà,ˈke̞ːʎ,ˈtsʊŋə,lidah,ɕi̥ta̠,,d͡ʑiɦ.ʋɑ́ː,lin˦˨,ʋendʒeɾ,li.saːn,ˈtʰuŋka,ˈdil,,nɛnä,na:lka,dʒiːbʱ,ˈlenɡwa
bark,,ˈkoːr,ʒʲɪəˈvʲěː,ˈkoːri,,qɑˈβɯ̞q,ˈkːuːrʲ,,tʃʰaːl,paṭṭa,,ˈku̯o.ra,bʰumi,,ruːs,kollutʃo,tukud,ba.kɔ.li,tʼqʼɛbi,kɐˈra,,paʈʈe,,bark,aʈʈe,paṭṭa,,paʈʈe,ˈkuːra,,o:ɖak,ˈkor.teks,əsˈkɔɾ.sə,,na̠muk͈ʌ̹p̚t͡ɕ͈iɭ,meɾto:lə,,plɯa̯k̚˨˩,ˈkuori,bund,,,,vɔ˧˩,ˈkorʲ,kaˈra,puʈkoɾi,îːᶢǁʱôːlo,,,,bɑːk,,e.kɔʁs,beɾaɖu,nāru,,,sxɔrs,ˈkeːrɛɡ,,,korˈtettʃa,,to:lu,ketta,ˈpœɹ̥kʊɹ,kʰɛrkʰi,xɔɮtʰəs,,,ˈlùːbjɛ,koˈra,,ˈkuori,tūk,,pɵːst,,ˈr̥ɪskl̩,ʃuəl,ɾˠuːsˠk,,,kɛˈʁɛv,ˈkɔ.ra,tʼɛpʰ,ʔəkʰaʊʔ,ˈkuːor,ˈbɔʁkə,,,,ʋɐl̪.kɐ́,naŋ˨˦,to:l,li.ħaːʔ,ˈpœr̥kʏr,,bɑs,tʼkʼɛbi,ɖanɖi maɖɖa,cʰal,korˈteθa
we,ˈmɪ,ˈmeie,mʲæːs,ˈmyː,,bɪ̞ð,ˈmiːʔ,ˈnaːmɪn,ɦəm,manamu,yoeṅ,ˈmi,na:mu,vɛi̯,,amme,a:m,ami,tʃkʰi,mɨ,ʃiɲ,nanga,,,nanga,na:m,pʰuak˥˧ hau˦˥,na:m,mɪ,,na:m,noːs,noˈzal.tɾəs,,uɾi,naɳgə,noj,raw˧,ˈmyø,,niɛ,viː,,t͡ɕʊwŋ͡m˧˦ toj˧˧,ˈmiː,,o:m,tʰiːná,,mambu,meː,wiː,,nu,mana:ɖu,na:ʋu,e̞ˈmis,muʐ,ʋɛi̯,ˈmi,(ʔ)aˈnaχnu,ˈnɔʃ,ˈnoi,mɒː,nanga,jankulu,,tʃvɛn,,ˈi.fe,nus,ˈmíː,ˈni.ɛ,ˈmoɑ̯j,ˈme,ām,kami,mɔː,mɛ̄ːs,niː,,mˠɪdʲ,,nɛ,mɛŋkʰ,mɨ,næ,t͡ɕoʊʔto̰,ˈme̞ːg,viːɐ̯,kami,ɰᵝa̠ta̠ɕi̥ta̠t͡ɕi,,,,mammoʈ,naħ.nu,vɪð,bɪz,,tʃkʰin,amdə,ɦəm,noˈsotɾos
liver,,ˈmɑks,,ˈmɑksɑ,,bɑˈwɯ̞r,ˈmɑsːsː,,,ka:lejamu,t̥ʰloem,ˈpɛtʃɛɲ,tʃedɾo,,eːn,i:ru,taɖing,,tʃχɔntʃχi,ˈpʲet͡ɕɪnʲ,,,,leːvər,tombe,īral,tap˦˥,i:ɾaɭ,ˈjaːtra,,umbalkʰo,ˈje.kur,ˈfe.d͡ʒə,,ka̠nd͡ʑa̠ŋ,tədlə,,tap̚˨˩,ˈmɑksɑ,dʒagaɾ,ˈd͡ʒiɡɛr,,,ɣaːn˧˧,ˈmɑks,ˈpʲet͡ʂanʲ,kuɖa:l,ísiɓîːndi,,,ˈleːʋɛr,lɪvə(ɹ),,fwa,ka:dʒam,hīri,,,ˈleːvər,ˈmaːj,,ˈfi.ɡɐ.du,ˈfeɡato,dʒeɡæɾ,tombe,mannə,ˈliːvʊɹ,ʁvidzli,iɮəɡ,t͡ʃíˈw⁽ᵝ⁾i.ⁿdi,,ˈjèːtra,ˈtʃɛrɛn drɔp,,ˈmɑksɑ,taruṅg,ha.ti,dʒiɡær,aknas,ˈavɨ̞,ˈliəvɐ,eː,ˈɑːvy,,ljɑɾtʰ,vɔnˈtrɔ.ba,qʼwiʒɛ,ʔəθɛ́,ˈmɑksɑː,ˈleːbɐ,hati,kã̠nd͡zo̞ː,,jɐ́.kr̩t̪,tap˥,taɾki,kab.ba.da,ˈlɪːvʏr,kaɾadʒiːeɾ,,dʒigɛri,kaleja,,ˈiɡado
one,oˈdɪn,ˈyks,,ˈyhsi,*kt͡ɕik,bɪ̞r,ˈytːsː,iˈsa,,okaʈi,muay,ˈjɛdɛn,o:nd,,nɛːn,o:dit,okuʈi,ɛk,ärtʰi,ɐˈdʲin,ɯːn,ondə,,,ondə,onnə,nɯŋ˧˧,onnə,ˈjɛdɛn,ˈjɛk,o:nd,ˈuː.nus,ˈun,æk,ha̠na̠,ʋandə,ˈu.nu,nɯŋ˨˩,ˈyksi,asit,,ɛt,bir,mot̚˧˨ʔ,ˈyksʲ,,uttə,,,ranɖi,,wʌn,,œ̃,oɾɾo:ʈ,ondu,ˈe̞na,,eːn,ˈɛɟː,,ˈũ,ˈuno,jekʲ,ondʒu,ondʒi,,ɛrtʰi,niɡ,ˈmó.d͡zi,,,,ˈokːta,ˈyksi,ok,sa.tu,,viɛ̂ns,ɨːn,eːn,iːnˠ,ˈỹː.nãn,ɲə,mɛk,ˈjɛ.dɛn,ɛʃχu,tɪʔ,ˈikʃ,aɪ̯ns,satu,it͡ɕi̥,,ɐ́j.kɐ,it˥,ondi,waː.ħid,eitn,biɾ̝̊,,är,okko:t,,ˈuno
smell,,ˈhɑistmɑ,,ˈhɑisːɑː,,jɪ̞θ,ˈhɑisːu tːuntmɑ,,ɡənd̪ʱ,,k̥lin,,,,,,,,ʃuräpʰä,ˈzapəx,,,,loɡt,,,,,ˈvuːɲɛ,,,ˈo.dor,oˈlo,,ˈne̞ːmsʰe̞,,,klin˨˩,ˈhɑiʒuo,,,,,muj˨˩,ˈmujudɑ,pax,,,,,,smɛl,ɡɔxu,ɔ.dœʁ,,,miɾoˈðʝa,buj,ɣøːr,ˈsɒɡ,ˈʁe.aχ,ˈʃɐj.ɾu,oˈdo.re,,,,,qʼnɔsvä,,,,,,,ˈhɑistɑː,,,,,,,,,ɛːɹ,hɔt,ˈza.pax,likʰwni,ʔəna̰ɴ,ˈnuːʃkɨ,ɡəˈʁʊχ,bau,ɲ̟io̞i,,,,,,lɪxt,koˈku,,ɔʃuru,,,
know,ˈznɑte,ˈteɑdmɑ,ʒɪˈnoː.tʲɪ,ˈtæːtæː,*ɕes,,ˈtːiːtmæ,,ˈd͡ʒɑːn̪.n̪ɑː,eṟāgu,cer,ˈvɛɟi̯ɛc,ha:hpo,,,asu:bej,sun,,rtʃkʰinä,znatʲ,,aɾaʋə,,,aɾi,aɾajuga,huː˥˧,aṟi,ˈvjɛɟɛt,ˈzɑːniːn,akʰna,ˈski.oː,səˈbə,,ˈa̠ːɭda̠,gott(ə) uɳɖi,ʃti,ruː˦˥,ˈtietyæ,tʃa:ing,,veːta,,ʔɓiət̚˧˦,ˈtetɑ,ˈvʲedat͡sʲ,aɾspini,,vɪsn̩,,,nəʊ,bilˈmæk,savwaʁ,teluse:,ari,ˈksɛ.ɾɔ,poˈheˈdəl,ˈʋeːtə(n),ˈtud,ˈjeda,sɐ.ˈbeɾ,saˈpeː.re,d̪ɒːnesˈt̪ʰæn,aɾiʋo,teɾijaɾa,,tsɔdnä,mitəx,,,,,,ˈtietæː,pun,ta.hu,dɔːnistæn,zinâːt,ˈmɛdrɨ̞,,,,di,ɡitɛˈnɑl,ˈvʲɛ.d͡ʑɛt͡ɕ,mäχäl,θḭʃḭ,ˈt̪iːe̞d̪ɨ,ˈvɪsn̩,tahu,,,,ɣo˦˨,jeɾpaʈ,ʕa.li.ma,ˈvɪːta,bilˈmɛ́c,vɪət,ɔtʃkʰinu,uɾtanɖa:t,dʒanːa,saˈbeɾ
stab,,ˈpistmɑ,,ˈpisːæː,,,ˈtːsːusːkːɑmɑ,,,,,,,,,,,,tsikʼäpʰä,zɐˈkalɨvətʲ,,,,,,,,,,,,konˈfo.di.oː,ə.pu.ɲəˈla,,,,,tʰɛːŋ˧,ˈpystelːæ,,,,,ʔɗəm˧˧,ˈtʃokɑitɑ,,,,,,,stæb,,pwa.ɲaʁ.de,,,,,ˈsteːkə(n),ˈdøf,,,puɲɲaˈlare,,,,,rtʃʼɔbä,,,,,,,ˈpistæː,,,,,,,,,,χoˈtsʰɛl,,liswɛm,tʰó,ˈsiskɨ,ˈʃtɛçn̩,,,,,,,tˁa.ʕa.na,,,,ɔtsigu,,,apuɲaˈlaɾ
play,ˈɦrɑte,ˈmængimɑ,ˈʒɐjsʲtʲɪ,ˈmæntʃiæ,,,ˈmænkmæ,maɡ.la.ˈɾoʔ,kʰeːl.nɑː,,leṅ,ˈɦrac,,,,,,,mɛgämä,ɪˈɡratʲ,,,,lajə,,,,,ɦraːt,,,ˈluː.doː,ʒuˈɡa,,ˈno̞ːɭda̠,,,len˥˩,ˈkiʒɑtɑ,,,,,t͡ɕəːj˧˧,ˈvætæ,,,,,,,pleɪ,ojnɑˈmɑχ,ʒwe,,,,ˈlobe kawəl,ˈspeːlə(n),ˈjaːt͡sːik,,ʒu.ˈɣaɾ,d͡ʒoˈkä.re,,,,,däkʼvrä,,,,iˈɡraːti,iˈɡrajə,,ˈleikːiæ,,,,,ˈχwaraɨ̯,,ˈɪmʲəɾʲ,,,χɑˈʁɑl,ɡrat͡ɕ,liʃmɛ,sʰɔ̰,ˈmængɨ,ˈʃpiːlən,,a̠so̞bɯ̟ᵝ,,,,,,ˈleiːka,,,gɛlätʃämu,,kʰeln̪aː,xuˈɡaɾ
far,,ˈkɑugel,,ˈkɑukɑlːɑ,,ɑˈɫɯ̞θ,ˈkːɑvːɤn,,d̪uːɾ,,c̥ʰṅāy,,,,,,,,ʃɔri,dɐˈlʲɵkʲɪj,,,,,,,,,ˈdalɛkiː,,,ˈpro.kul,ʎuˈɲa,,,,deˈpar.te,klaj˧,ˈetæhænæ,,,,,saː˧˧,ˈedɑhɑn,daˈlʲokʲi,,,,,,fɑː,uˈzɑχ,lwɛ̃.tɛ̃,,,makriˈa,ˈləre,vɛr,ˈmɛsːɛ,ʁaˈχɔk,ˈlõ.ʒɨ,lonˈtano,,,,,ʃɔri,χɔɬ,,,ˈdàːlɛtʃ,dəˈlɛtʃɛn,,ˈkɑukɑnɑ,,,,tâːls,pɛɬ,,ˈfˠɑd̪ˠə,,,hɛˈru,daˈlɛ.kʲi,dʒwɛdiä,wékwà,ˈkougɨn,fɛʁn,d͡ʒaoh,,,,,,ba.ʕiːd,,uˈzac,,mɛndrä,,,
ash,ˈpɔpʲil,ˈtuhk,,ˈtuhkɑ,*ɡo.tʰal,ˈkʏ̞l,ˈtːuhkː,,rakʰ,bu:ɖida,kṃñm,ˈpɔpɔɫ,bʰumi,ˈjɪskə,,po:du atukə,niɖ,saɪ,nätʃʼvi,ˈpʲepʲɪl,,kolabu:di,,,bu:di,tʃa:mbal,,sa:mbal,ˈpopɛl,ˈxwɛliː,tʃind,ˈki.nis,,,t͡ɕe̞,pi:di,,tʰaw˥˩,ˈtuhkɑ,his,,,,t͡ɕɔ˧˧,ˈtuhk,ˈpopʲeɫ,pu:di,uḿ̩loːtʰa,,,,ˈæʃ,,sɑ̃dʁ,bu:ɖida,bu:di,,,ɑs,ˈhɒmu,,,,xɒːkʲesˈt̪ʰæɾ,bu:di,tʃu:nja,ˈœska,pʰɛrpʰli,uns,t͡ʃiˈpa.ɽa,,pɛˈpéːw,ˈpɛpɛl,,ˈtuhkɑ,nīd,abu,,,ˈɬɨ̞dʊ,æʃ,l̪ˠuə,ˈlyːdy,,moˈχiɾ,ˈpɔ.pʲuw,kʰæm,pjà,ˈt̪uːgɨ,ˈaʃə,abu,,,,,ni:ɾ,ra.maːd,ˈaska,ˈcʏl,,nɔmtʃkʰä,buggi,rakʰ,θeˈniθa
spit,,ˈsylitɑmɑ,,ˈsylːetæ,,,ˈsːylkæmæ,,t̪ʰuːk.nɑː,,,ˈpʎuc,,,,,,tʰu pɛ.lʊa,pʰurtʼinuä,plʲɪˈvatʲ,,,,spøtɘ,,,,,ˈplɪvnou̯t,,,ˈspu.oː,,,,,,,ˈsylgie,,ˈpɫuka,,,ɲo˧˩,ˈsylʲktɑ,,,,,,,spɪt,,kʁa.ʃe,,,ˈfti.nɔ,,,ˈkøp,,kuʃ.ˈpiɾ,spuˈtare,,,,,pʰurtʰχɛbä,,,,,,,ˈsylkeæ,,,,spʎāwt,,,,,,tʰəˈkʰɛl,plut͡ɕ,litʼbənɛ,tʰwé,ˈsiʎgɨ,ˈʃpʊkŋ̩,ludah,t͡sɨᵝba̠,kusˈpiɾ,,,,ba.sˁa.qa,ˈr̥aiːca,,,ntʃʼkʼväläpʰä,,,eskuˈpiɾ
