word,bg,gon,ml,et,yea,vi,zu,ur,sl,en,gl,sq,kxv,he,gv,fa,kru,ko,my,ny,fi,ca,ta,tg,fy,az,krl,za,lzz,kfa,fr,is,vot,lb,kfe,as,nl,pl,ug,uk,cs,oc,nn,ru,la,th,mn,sv,mk,bfq,ba,mt,tr,pci,hy,pt,vep,br,xmf,hu,sk,ka,tl,ar,ps,bo,lo,kn,lv,cy,da,mjt,gdb,xub,brh,es,lt,hi,ku,af,ms,gd,tcy,id,kff,liv,tcx,de,ja,se,it,sa,km,fo,vro,be,ga,yi,ro,el,sva,kfb,bn,te
tie,,,,ˈsidumɑ,,kot̚˧˨ʔ,,,,taɪ,,,,,,,,muk̚t͈a̠,t͡ɕʰì/,,ˈsitoɑ,,,,,,ˈsituo,,mɛkʼiru,,lje,,ˈsiotːɑː,,,bɔn.dʱa,ˈknoːpə(n),ˈvʲɔ̃.zat͡ɕ,,,ˈpr̝̊ɪvaːzat,,,ˈsvʲazɨvətʲ,ˈli.ɡoː,joːŋ˧,,,,,,,ˈbɑːɫamac,,kɑˈpɛl,ɐˈtaɾ,ˈsidodɑ,,dɔkʼiruä,ˈkøt,,däbmä,,,,,,,,,benə,,,,,aˈtaɾ,ˈrʲɪʃʲtʲɪ,,,,,,,,,ˈsid̪ːɨ,,ˈbɪndn̩,,,leˈɡare,,cṅ,,ˈkːøytːmæ,,,,,,libɛm,,,
four,,,,ˈneli,,ʔɓon˧˦,,,ˈʃtìːrjɛ,fɔː,,ˈkatəɾ,,,kʲeːə(r),tʃæˈhɒːɾ,,ne̞ːt̚,lé,,ˈneljæ,ˈkwa.tɾə,,,,dœɾd,ˈnelʲːæ,θei˧˥,ɔtʰχɔ,,katʁ,ˈfjouːrir,ˈnelːæ,ˈfɜɪ̯ɐ,,sa.ɹi,vir,ˈt͡ʂtɛ.rɨ,tøt,t͡ʃoˈtɪrɪ̞,ˈt͡ʃtɪr̝ɪ,ˈkatre,,t͡ɕɪˈtɨrʲe,ˈkʷat.tu.or,siː˨˩,torəw,ˈfyːˌra,,,dʏrt,,dœɾt,,t͡ʃʰɔɾs,ˈkwa.tɾu,ˈnelʲː,,ɔtʰχi,ˈneːɟ,ˈʃtiri,ɔtʰχi,ˈa.pat,ʔar.ba.ʕa,t͡sa.lor,*bʑi,siː˧˧,,tsætri,ˈpɛdwar,fiːrə,,,,,ˈkwatɾo,kʲɛt̪ʊˈrʲɪ,,,,əmpat,,,əm.pat,,ˈne̞ːʎɑ,,fiːɐ̯,jo̞,ˈɲe̯aʎːʎe,ˈkwat.tro,t͡ɕɐ́.t̪uɽ,puan,ˈfʊiːɹa,ˈneli,t͡ʂaˈtɨrɨ,ˈcahəɾʲ,fiʀ,ˈpa.tru,ˈte̞se̞ˌra,wɔʃtʰχw,,,
star,zvɛzˈda,sukku,nakʂatɾam,ˈtæht,natʃtʃatiɾa,saːw˧˧,ímbaːsa,,ˈzʋèːzda,stɑː(ɹ),es̺ˈtɾelɐ,yɫ,huka,,,sitɒːɾæ,bi:nko,pjɘːɭ,t͡ɕɛ̀,ɲéˈɲe.zí,ˈtæhti,əsˈtɾə.ʎə,mīṉ,,,uɫdúz,ˈtæhti,ɗaːu˨˦ ɗei˧˥,murutsχi,nakʂatɾa,e.twal,ˈstjartna,ˈtæhti,ʃteːʀ,nakʂaʈiɾam,,stɛr,ˈɡvʲaz.da,julˈtuz,,ˈɦvjɛzda,,²stjɛrnə,zvʲɪzˈda,,daːw˧,,²ɧæːɳa,ˈd͡zvɛzda,natʃtʃatɾa,jʊ̞nˈdʊ̞ð,,jɯɫˈdɯ́z,cukka,ˈɑstəʁ,ɨʃˈtɾelɐ,ˈtæhtɑz,ste.ˈʁe.dɛ̃n,murutsχi,ˈt͡ʃilːɒɡ,ˈɦvi̯ɛzda,värskʼvlävi,,,st̪oˈ.raɪ,,daːu˩˨,nakʂatɾ,zvàjɡznɛ,ˈsɛrɛn,stjɛrnə,bi:nka,puʈ,mi:nu,isʈa:ɾ,esˈtɾeʎa,ʒʋɐjɡʲʒʲˈdʲeː,,,,bintaŋ,rˠeːɫ̪,nakʂatɾe,,ukka,ˈt̪e̞ːd̪j,naʈtʃatiɾam,ʃtɛʁn,posi,ˈnaːsːtiː,ˈstel.la,,tārā,ˈʃœtna,ˈtːæhtː,ˈzorka,ˈɾˠeːl̪ˠt̪ˠə,ˈʃtɛʁən,,,ämtʼqʼwæsg,sukka,,nakʂatɾamu
hair,koˈsa,kel,muɖi,ˈkɑrʋ,tilami,tawk͡p̚˧˦,ûːnwéːle,bɒːl,ˈláːs,hɛə,kaˈβ̞elʊ,ˈcimɛ,bana,sa.ʔaˈʁa,,mo,tʃuʈʈi,mʌ̹ɾikʰa̠ɭ,zəbɪ̀ɴ,,ˈkɑrʋɑ,kəˈbəʎ,muɖi,,,sɑt͡ʃ,ˈhivus,,tʰɔmä,telami,ʃə.vø,hauːr,ˈivuz,hoː(e)ʀ,manɖə mi:ɾə,suli,ɦaːr,ˈvwɔ.sɨ,,wɔˈlɔsʲːɐ,ˈvlasɪ,,hoːr,ˈvoləsɨ,ˈko.ma,pʰom˩˩˦,,hoːr,ˈkɔsa,oɾame,sæs,ʃaˁːr,sat͡ʃ,tūk,,kɐ.ˈβe.lu,ˈibus,,tʰumä,ˈhɒj,,tʰmä,bu.ˈhok,ʃa.ʕa.ra,,,,kūdalu,mats,ɡwaːɬd,,ta:li,tʃendi,ta:kəɾə,puʒʒɛ,kaˈbeʎo,,bɑːl,,,rambot,,ku:dʒal,,dʒuʈʈul,ˈkoːrɑ,mi:ɾs,haːɐ̯,,,,kɐ́j.ɕɐ,sk´,hɔaːɹ,ˈkːɑrv,ˈvoɫas,ɡɾˠuəɟ,hɔʁ,,,pʰätʰw,ti:ɾu,tʃul,veɳʈɾukalu
rub,,,,ˈhɤːrumɑ,,tʰwaː˧˧,,,,ɹʌb,,fəɾˈkɔj,,,,mɒːliːˈd̪æn,,pibida̠,pʊʔ,,ˈhieroɑ,fɾəˈɡa,,,,,ˈhieruo,,ɔkʰurtʃɔlu,,fʁɔ.te,,ˈɤːrtɑː,ˈʀɑɪvən,,ɡʱɔɦa,ˈvrɛi̯və(n),tʂɛt͡ɕ,,ˈtɛrte,tr̝̊iːt,,,tʲɪˈrʲetʲ,ˈfri.koː,kʰat̚˨˩,,,,,,ˈɔˁːrɔk,,,,ˌes.fɾe.ˈɡa(ɻ),ˈhostæ,,tʃirkʰɔli,ˈdørʒøl,,χäχuni,,,,,,,,,,,,,,,,rəɡəɽna,,,,,,,,ˈɨːrɨ,,ˈʀaɪ̯bnˌ,,,strofiˈnare,,,,ˈhɤːrtmɑ,,ˈkɪmʲɪlʲ,,freˈka,triˈvo,liχdʒənɛ,,,
feather,,buɾa,tu:ʋalə,ˈsulg,to:pəʈa:,ləwŋ͡m˧˧ vu˦ˀ˥,úːpʰaːpʰé,,pɛˈróː,ˈfɛð.ə(ɹ),ˈplumɐ,,,,,por,pentʃo,kit̚,ʔətàʊɴ,ˈⁿtʰe.ᵑɡa,ˈsulkɑ,,ɾekke,pær,,,ˈsulgɑ,,bundʁä,topaʈa,plym,fjœːðʏr,ˈsulkɑ,ˈfie̯deʀ,ɾe:kə,pakʰi,veːr,ˈpʲu.rɔ,,peˈrɔ,ˈpɛːro,,fjøːr,pʲɪˈro,ˈpluː.ma,kʰon˩˩˦.nok̚˦˥,,,,ɾakke,qɑ.wɯ̞r.ˈhɯ̞n,ˈriːʃ,tyj,tūk,pʰɛˈtuɾ,,ˈhøuneh,,burdʁä,ˈtolː,,bumbuli,,,,,,gari,spālva,plɨː,fjeːr,paki:,tukud,tiʋija,paɾɾɛ,ˈpluma,,,,,,,huʋi,,geɾk,ˈt̪uːrgɨz,iɾakke,ˈfeːdəʁ,ha̠ne̞,,ˈpjuma,,s̥lāp,ˈfjøːvʊɹ,ˈsːulk,,ˈclʲɛtʲə,,fulɡ,,pʼintʼqʼil,bull,,i:ka
heart,sərˈt͡sɛ,guɳɖe,hɾudajam,ˈsydɑ,nendʒi,tim˧˧,ínɬizíːjo,,sərˈtséː,hɑːt,,ˈzɛməɾ,,,kriː,del,buka,,n̥əlóʊɴ,mˈtí.ma,ˈsydæn,ˈkɔr,idajam,dil,hɛt,ɡælb,ˈsyvæin,θim˨˦,guri,hrudaja,kœʁ,ˈçar̥ta,ˈsyæ,,nendʒu,dil,ɦɑrt,ˈsɛr.t͡sɛ,,ˈsɛrt͡se,ˈsr̩t͡sɛ,kɔr,²jɑrtə,ˈsʲert͡sə,kor,hua̯˩˩˦.t͡ɕaj˧,,ˈjɛrˌta,ˈsr̩t͡sɛ,,jʏ̞.ˈræk,ˈʔɐlp,jyˈɾɛc,tūk,siɾt,ko.ɾa.ˈsɐ̃w̃,ˈsydæin,ˈkalɔ̃n,guri,ˈsiːv,sr̩tsɛ,guli,,qalb,zɻə,*zȵiŋ,tɕai˩˨,hrudaya,sîɾts,ˈkalɔn,jɛrtə,hugli:,dʒibe,jaddi,ust,koɾaˈθon,ʃʲɪrʲˈdʲɪs,d̪ɪl,,,d͡ʒantoŋ,,mannə,d͡ʒan.tʊŋ,guɳɖeka:ja,ˈsid̪ɑːm,manasə,hɛʁts,ɕĩnd͡zo̞ː,ˈvaːjːpmuː,ˈkwɔːre,ɦŕ̩.d̪ɐ.jɐ,peḥṭūṅ,ˈjaɹ̥ʈa,ˈsːyæ,ˈsert͡sa,kɾˠiː,,ˈinimə,karˈðʝa,gwi,gunɖe,,hɾudajamu
lake,ˈɛzɛro,,,ˈjærʋ,,ho˨˩,íːǀʰiːɓí,,ˈjéːzɛrɔ,leɪk,ˈlaɣo̝,liˈcɛn,,,laːx,dæɾjɒːˈtʃʰe,,ɸʷo̞sʰu,kàɴ,ˈɲa.ⁿd͡ʒá,ˈjærʋi,ˈʎak,,kɵl,,ɡœl,ˈjærvi,hu˧˩,tʼɔbä,,lak,vaʰtn,ˈʝɑrvi,zɜɪ,,bil,meːr,jɛˈʑɔ.rɔ,køl,ˈɔzerɔ,ˈjɛzɛro,,,ˈozʲɪrə,ˈla.kus,saːp̚˨˩,nʊːr,ɧøː,,,kʏl,aˁːˈdiːr,ɟœl,,lit͡ʃ,ˈla.ɣu,ˈjærvʲ,,tʼɔbä,ˈtoː,ˈjazɛrɔ,tʼbä,,bu.ħaj.ra,,*mt͡sʰo,nɔːŋ˩˨,,æzæɾs,ɬɨ̞n,søː,,,,,ˈla.ɡo,ˈæːʒʲɛɾɐs,d͡ʒʱiːl,,,taseʔ,,,,,ˈjoːrɑ,,zeː,mʲizɨᵝɯ̟ᵝmʲi,ˈjaːvːriː,ˈlaɡo,,pẏṅ,vaʰtn,ˈjærv,ˈvozʲera,l̪ˠɔx,,,,tʼɔb,,,
seed,ˈsɛmɛ,vidʒdʒa,vita,ˈseːme,kuɾu,hot̚˧˨ʔ,ímbêːwu,,ˈsèːmɛ,siːd,seˈmɛnte̝,ˈfaːɾ,,,,t̪ʰoχm,bi:,ɕ͈i,ʔəsḭ,ˈᵐbé.(w)u,ˈsiemen,ʎəˈvo,ʋedə,tuxm,,toˈχum,ˈsiemen,,tʰäsi,kuɾu,sə.mɑ̃s,fraiː,ˈseːmeː,zoːm,ʋitu,ɡu.ti,zaːt,naˈɕɛ.ɲɛ,,ˈsʲimjɐ,ˈsɛmɛno,,frøː,ˈsʲemʲə,ˈseː.men,ma˦˥.let̚˦˥.pʰan˧,ur,,,pittə,ʊ̞rˈɫʊ̞q,zɛrˈrɪːja,,vittid,sɛɾm,sɨˈmẽtɨ,ˈsemen,,tʰäsi,ˈmɒɡ,ˈsɛmɛnɔ,tʰɛsli,,,,,,bede,,haːd,sɛːd,bʰumi,tukud,bissə,bedʒdʒ,,ˈsʲeːklɐ,,ˈtov,,bəneh,,bi:dʒa,,pe:ɳɖku,ˈsiːe̞mgɨz,pittə,ˈzaːmən,ta̠ne̞,,ˈseme,bíː.d͡ʑɐ,g̥rāp´būj,fɹɛaː,ˈsːeːmeʔ,naˈsʲenʲːe,ʃiːl,ˈzɔɪ̯mn̩,səˈmɨntsə,ˈspo̞ro̞s,læʃi,ʋittanam,,ʋittanam
earth,zɛˈmʲa,mannə,mannə,ˈmuld,,ʔɗət̚˧˦,ínɬaɓâːtʰi,,ˈzɛ̀ːmlja,ɜːθ,,ðɛ,bʰumi,adaˈma,,,kʰekʰel,xɯk̚,mjè,,ˈmɑː,ˈtɛ.rə,mannə,,,torˈpɑχ,ˈmuɑ,,lɛtʼä,mannə,tɛʁ,jœrð,ˈmɑː,,bʰulo:gam,,ˈaːr.də,ˈʑɛ.mʲa,,zeˈmlʲɑ,ˈzɛmjɛ,,,zʲɪˈmlʲa,ˈter.ra,din˧,xors,juːɖ,,,,,topˈɾɑk,tūk,hɔʁ,ˈtɛʁɐ,ˈmɑ,,diχä,ˈtɒlɒj,ˈzɛm,mitsʼä,ˈlu.paʔ,tur.ba,,*sa,,maɳɳu,zɛmɛ,,joːr,bʰumi,tukud,bu:mi,ɖaga:ɾ,ˈtje̞.ra̠,ˈʒʲæːmʲeː,dʰərtiː,,ˈɑːr.də,bumi,,mannə,ta.nah,maʈʈi,ˈmoː,koɖə,ˈeːɐ̯də,d͡ʑi,,ˈtɛr.ra,,,jøːɹ,ˈmɑː,zʲaˈmlʲa,,,pəˈmɨnt,,gim,bʰu:mi,,mannu
fat,,koɾondʒ,koɻuppə,ˈrɑsʋ,tʃiɾabi,məː˦ˀ˥,ámafûːtʰa,tʃərbiː,,fæt,,,,,,tʃærbiː,neʈa,t͡ɕiba̠ŋ,ʔəsʰì,,ˈrɑsʋɑ,,koɻuppə,,,,ˈrɑzvɑ,,jäʁi,tʃeɾabi,ɡʁɛs,ˈfɪːta,ˈrɑzvɑ,,koɭupu,,vɛt,twuʂt͡ʂ,,,,,,ʐɨr,ˈa.deps,kʰaj˩˩˦.man˧,oːx,fɛt,,koɭəppə,,,ˈj‿a,koṛukuḍ,t͡ʃɑɾp,ɡoɹ.ˈdu.ɾa,ˈrɑzv,,gägäbi,ˈʒiːr,tuk,tsχimi,,,,,,kobbu,,ˈbrastɛr,fet,nedʒdʒa,me:n,tanniʋi,tʃaɾpi:,ˈɡɾasa,rʲɪəbɐˈlɐɪ̯ˑ,,,,,,tʃeɾabi,,kodoʋo:s,ˈrɑzɑː,koɻəppə,fɛt,ɕibo̞ː,,ˈɡras.so,,k̥ʰlāñ´,ˈfiːtɪ,ˈrɑsːɤv,,sˠail̠ʲ,,,ˈli.pos,mətʃχim,bʰu:mi,tʃorbi,koʋʋu (noun)
foot,stəˈpalo,ka:l,aṭi,ˈjɑlg,ka:lə,ʔɓaːn˨˩ t͡ɕən˧˧,úːɲaːwo,,stɔˈpàːlɔ,fʊt,ˈpɛ,kəm.bə,pa:dami,ˈʁɛɡɛl,,pɒː,kʰeɖ,pa̠ɭ,t͡ɕʰè/,ˈpʰa.zí,ˈjɑlkɑ,ˈpɛw,aɖi,pɔːj,,ɑˈjɑχ,ˈjɑlkɑ,tin˨˦,tʼäbu,anga:l,pje,,ˈʝɑlkɑ,fou̯s,tapaɖ,,vut,ˈstɔ.pa,,,ˈnoɦa,pɛ,fuːt,nɐˈɡa,peːs,tʰaːw˦˥,,fuːt,,anga:lə,,,ɑˈjɑk,tūk,vɔtkʰ,ˈpɛ,ˈjoug,,närtʃäkʼutʃχi,ˈlaːb,ˈnɔɦa,tʼɛrpʰi,,ra.d͡ʒi.la,,,,aḍi,,troːɨ̯d,foːd,ɾaɖadu,pa:dam,ka:lə,nat,pje,,pɛːɾ,ˈpiː,,kaki,kʰas,ka:lə,,aɖugu,ˈlɑbɑː,ko:l,fuːs,a̠ɕi,,ˈpjɛde,pɐ́d̪,joeṅ,ˈfɔuːtʊɹ,ˈjɑlk,naˈɣa,kɔsˠ,fʊs,piˈt͡ʃjor,ˈpoði,lägæäm,dʒeʈʈa,,aɖugu
this,ˈt̪ɔzi,id,i:,ˈseː,iʋe:,naj˨˩,,,ˈtáː,ðɪs,,ky,idu,ˈe.le,,ʔin,i:d,i,,,ˈtæmæ,əˈkəst,inta,,,bu,ˈtæmæ,,äjä,idə,sə,ˈθɛsːɪ,ˈse,des,idhə,,ˈdeːzə,tɛn,bu,,ˈtɛnto,,,ˈɛtət,hik,niː˦˥,,,ˈɔvɔj,idə,,,bu,ī,ɑjs,ˈɛʃ.tɨ,ˈnetse,,tʰɛnä,,,ɛs,,haː.ðaː,,,niː˥˦,idhu,ʃis,hʊn,,i:du,idə,idə,da:,ˈeste,,jəʱ,,dɨt,ini,ʃɔ,undu,,iddu,ˈse̞,idə,ˈdiːzər,ko̞no̞,,ˈkwes.to,,neḥ,,ˈsːeo,,ʃɔ,,aˈt͡ʃest,aˈftos,äli,id,,ī
fear,,,,ˈkɑrtmɑ,,,,,ˈstráːx,fɪə,,ˈfɾik(ə),,,,,,ˈko̞ːŋpʰo̞,bəjà,,ˈpelætæ,ˈpo,,,,ɡorˈχu,ˈvɑrɑt,,ʃkʼurinä,,pœʁ,ˈr̥aiðstla,ˈpelːætæ,aŋʃt,,bʱɔe,ɑŋst,strax,,,ˈstrax,,,strax,ˈpa.wor,klua̯˧,,,,,,,,,vɑχ,ˈme.du,ˈvɑrɑitɑ,ɔ̃n,ʃkʰurini,ˈfeːlɛlɛm,strax,ʃiʃi,,xawf,,,,,bâjlɛs,,,,,,,ˈmjedo,,,,frɪəs,,,,ta.kut,,ˈæd̪ɑːgɨ,,ʔaŋst,,,paˈu.ra,bʱɐ.jɐ́,,,ˈpːelkæmæ,,ˈaɡlˠə,,ˈfrikə,,mäqʼäl,,,
flower,t͡svʲat,,,ˈlilː,,hwaː˧˧,ímbaːli,pʰul,ˈtsʋéːt,ˈflaʊ.ə,,ˈlulɛ,,,,ɡʊl,,k͈o̞t̚,páɴ,ˈɗu.(w)a,ˈkukːɑ,ˈflɔ,,ɡul,blom,t͡ʃiˈt͡ʃæk,ˈkukːɑ,,pʰukʰiri,,flœʁ,plouːm,ˈkukːɑ,blum,,pʰul,blum,kfʲat,ɡyl,ˈkʋʲitkɐ,ˈkvjɛt,,bluːm,t͡svʲɪˈtok,floːs,dɔːk̚˨˩,,blʊ.ma,,,sæsˈkæ,ˈfjuːrɐ,tʃɪˈtʃɛc,,t͡sɑˈʁik,ˈfloʁ,ˈænik,blœ̃w,pʼɛuli,ˈviraːɡ,ˈkvɛt,qʼvävili,,zah.ra,ɡwəl,*me.tok,dɔːk˨˩ mai˥˦,,,ˈblɔdɨ̞n,,,,,,ˈfloɾ,,pʰuːl,,,buŋə,,,,,ˈputʲkɨz,,ˈblyːtə,pana,ˈraːssiː,,púʂ.pɐ,p̥ʰkā,ˈblɔuma,ˈhæitsːeʔ,,bˠl̪ˠɑː,blʊm,flo̯are,ˈanθɔs,muʁwæ,,pʰul,
woman,ʒɛˈna,muɾtad,peɳɳə,ˈnɑine,panitʃi,fu˧˨ʔ nɨ˦ˀ˥,úm̩fâːzi,,ˈʒèːnska,ʊ,muˈʎɛɾ,ˈɡɾua,ɖoli,,bɛᵈn,,mukka,jʌ̹sʰʌ̹ŋ,méɪɴma̰,ˈmká.zi,ˈnɑinen,ˈdɔ.nə,peɳ,,,,ˈnɑine,,ɔχɔrdʒä,ponna:ɭə,fam,ˈkʰɔːna,ˈnɑin,fʀa,pemagu,maɪ.ki ma.nuʱ,vrɑu̯,kɔˈbʲɛ.ta,,ˈʒʲinkɐ,ˈʒɛna,ˈfenno,²kʋɪnːə,ˈʐɛnʲɕːɪnə,ˈfeː.mi.na,pʰuː˥˩.jiŋ˩˩˦,,ˈkvɪnːˌa,ˈʒɛna,emma:ti,qɑˈtɯ̞n,,kaˈdɯn,tūk,kin,muˈʎɛɾ,ˈnɑine,,ɔsuri,ˈnøː,ˈʒe.na,kʰäli,,ʔim.ra.ʔa,ʂəˈd͡za,,pʰuː˨˩ ɲiŋ˦˥,hengasu,,,ˈkʰvenə,teldu,tukud,pəɳakkən,njaaɽi,muˈxeɾ,ˈmoːtʲɛrʲɪs,ˈɔːɾət̪,,,wanita,b̥ɛn,pondʒa,,na:taʋa:d,ˈnɑi,tusmo:gə,fʁaʊ̯,õ̞nːa̠ no̞ çi̥to̞,ˈnisuː,ˈdɔn.na,s̪t̪ɽíː,s̥rī,,ˈnɑːnɤ,ʐanˈt͡ʂɨna,bʲanˠ,,feˈmeje,ʝiˈne̞ka,zuräl,ba:ji,,stɾi:
white,bʲal,tellag,ʋeɭuppə,ˈʋɑlge,boltaji,t͡ɕaŋ˧˦,m̩ɬôːpʰe,,ˈbéːw,waɪt,ˈbɾaŋkʊ,baːɾð,pandi,,,seˈfiːd̪,paɳɖɾu,çida̠,pʰjù,,ˈʋɑlkoinen,ˈblaŋk,veɭɭə,,vit,,ˈvɑlgei,haːu˨˦,χtʃɛ,boltadə,blɑ̃,ˈxʷiːtʏr,ˈvɑlkeɑ,væːɪ̯s,ʋellə,bɔ.ɡa,ʋɪt,ˈbʲa.wɨ,ɑq,ˈbʲilei̯,ˈbiːliː,,kʋiːt,ˈbʲelɨj,ˈal.bus,kʰaːw˩˩˦,t͡sʰaɢaŋ,,,ʋeɭɭe,ɑq,ˈɐbjɐt,ɑk,vil,əspiˈtɑk,ˈbɾɐ̃.ku,ˈvɑuged,,tʃɛ,ˈfɛɦeːr,ˈbi̯ɛli,tʰɛtʰri,ˈpúˈtɪ,ʔab.jadˁ,spin,*tkar.po,,biɭi,bālts,ɡwɨ̞n,,sada:,tukud,bəɭɭu,pi:un,ˈblanko,ˈbaːltɐs,səfed̪,ˈspiː,vət,puteh,kʲaɫ̪,boldu,,telup,ˈvɑːld̪ɑ,pelti,vaɪs,⟨siro1si⟩,ˈvie̯lːkah(t),ˈbjaŋko,ɕʋɐj.t̪ɐ́,s,ˈkvʊiːjtʊɹ,ˈvɑlkɤ,ˈbʲeɫɨ,bˠɑːn̪ˠ,vajs,alb,ˈaspro̞s,tʰɛtʰnɛ,telluɖi,ʃad̪a,vella
and,i,,,ˈjɑ,,vaː˨˩,nʱa,,in,ænd,,ðɛ,,,,o,,wa̠,nɛ̰,,ˈjɑ,ˈi,,,ɛn,,ˈtɑ,ɕau˧˥,dɔ,,e,ɔːɣ,ˈʝɑ,an,,a.ɹu,ɛn,i,,ˈi,a,,oː,i,et,lɛʔ˦˥,,ɔ,i,,hæm,,ve,,ɛv,ˈɛ,ˈdɑ,,dɔ,ˈeːʃ,,dä,at,waːw,aw,*daŋ,lɛʔ˦,,ùn,,ˈɒw,,,,,ʝ,,ɔːɾ,ˈuː,ɛn,dan,,,dan,,ˈjɑ,,ʊnt,to̞,ˈja,e,t͡ɕɐ,nẏṅ,oː,ˈjɑ,i,ˈɑɡəsˠ,ʊn,ʃi,ce̞,i,,,
cold,stuˈdɛn,sallag,taɳuppə,ˈkylm,taɳidʒe,lajŋ̟˧˨ʔ,,,,kəʊld,ˈfɾiʊ,,,,,sæɾd,ki:ɾna,t͡ɕʰa̠n,ʔé,,ˈkylmæ,ˈfɾət,kuɭiɾtʃi,,,soˈjuχ,ˈkylmæ,,qʼini,talindʒadə,fʁwɑ,ˈkʰaltʏr,ˈtʃylmæ,kaːl,koɾʋə,,kɑu̯t,ˈʑim.nɨ,,xɔˈlɔdnei̯,ˈstudɛniː,,,xɐˈlodnɨj,ˈal.ɡi.dus,jen˧,,kal,,koɾuʋə,hɯ̞.ˈwɯ̞q,ˈkɪːsɐħ,soˈɰuk,pañil,ˈsɑrə,ˈfɾi.u,ˈkɑuged,,ʔini,ˈhidɛɡ,,tsivi,laˈmiɡ,baː.rid,soɻ,*ɡraŋ.mo,,taɳɳige,āūksts,oːɨ̯r,kɔl,panija:,tukud,səjlijə,jakʰ,ˈfɾio,ˈʃaltɐs,ʈʰən.ɖɑː,,kœut,səd͡ʒoʔ,fuəɾ,tʃappa,,salla:,ˈkiːlmɑ,koɾti,kalt,t͡sɨᵝme̞ta̠i,,ˈfreddo,,rṅā,,ˈkːylm,xaˈɫodnɨ,fˠuəɾˠ,,ˈret͡ʃe,,mətsχi,pani,,tʃalla
you,ti,,,ˈteie,,ʔɓaːn˧˨ʔ,weːná,aːp,ˈtíː,juː,,ti,,(ʔ)aˈta,u,to,,ta̠ŋɕʰin,nɪ̀ɴ,ˈi.we,ˈte,ˈtu,,t̪u,doː,sæn,ˈtyø,mɯŋ˧˩,tʰkʰvän,,ty,θu,ˈtyː,du,,,jɛi̯,tɨ,,ˈtɪ,tɪ,ty,dʉː,tɨ,tuː,kʰun˧,,dʉː,ti,,hin,,sen,,du,tu,ˈtiː,,tʰkʰvä,ˈtɛ,ˈti,tʰkʰvɛn,iˈkaw,ʔanta,ˈtɑse,,tɕao˥˦,,tu,tiː,du,,,,,ˈtu,tʊ,t̪uː,tʊ,jəi,kamu,hu,,,,ˈt̪e̞ːg,,duː,kipau,,t̪u,,lok,tʰʉuː(w),ˈtːiːʔ,,t̪ˠuː,,tu,e̞ˈsi,sgæ,,ˈθʊiː,
live,ʒiˈvɛjə,,,ˈelɑmɑ,,səwŋ͡m˧˦,,,ʒiˈʋeːti,lɪv,,jɛˈtɔj,,,,,,ˈsʰa̠ːɭda̠,,,ˈelæː,ˈviw.ɾə,,,ˈlɪbjə,,ˈelie,,skʰidälä,,vivʁ,ˈlɪːva,ˈelæː,ˈliə̯vən,,,ˈleːvə(n),ʐɨt͡ɕ,,,ʒiːt,,,ʐɨtʲ,ˈwiː.woː,miː˧.t͡ɕʰiː˧.wit̚˦˥,,leːva,,,,ɛˁːʃ,,,ɑpˈɾɛl,viˈveɾ,ˈelædɑ,,rinä,ˈeːl,ˈʒic,tsχɔvrɛbä,ma.ˈbu.hay,ʕaː.ʃa,,,,,dzîːvuôt,bɪu̯,leːvə,,,,,biˈbiɾ,ɡiˈʋæntɪ,d͡ʒina,,,hidop,,,hi.dup,,ˈje̞lːɨ,,ˈleːbən,ikʲiɾɯ̟ᵝ,ˈea̯lliːh(t),ˈvi.ve.re,d͡ʑíː.ʋɐ.t̪i,nau,,ˈelæmæ,,mˠaɾʲ,,trəˈi,ˈzo,lidrɛ,,,
burn,,niɾus,katikkuga,ˈpɤlemɑ,tʃu:ɖə,t͡ɕaj˧˦,,dʒəlna,,bɝn,,,,,,suːxˈtæn,olna,,làʊɴ,,ˈpɑlɑː,,eɾi,,,,ˈpɑluo,,ɔtʃʼu,tʃu:ɖə,bʁy.le,ˈprɛnːa,ˈpɑlɑː,,ka:to,zɔ.la,ˈbrɑndə(n),ˈpa.lʲit͡ɕ ɕɛ,,,ˈɦor̝ɛt,,,ɡɐˈrʲetʲ,ˈaːr.de.oː,maj˥˩,,,ˈɡɔɾi,kitʃi:kdə,,,,tūk,ajɾˈvɛl,ɐɾˈdeɾ,ˈpɑlɑdɑ,,tʃʼuälä,ˈeːɡ,,tsʼvä,,ħa.ra.qa,,,,suɖu,dekt,ˈɬɔsɡɪ,,me:da,tukud,bja:ɭ,xa:xaɾ tinning,aɾˈdeɾ,,d͡ʒəl.nɑː,,,,ɫ̪ɔʃɡ̊ʲ,pottaʋaɾa,,maɳɖu,ˈpɑlːɨ,ti:kku ka:ttiti,ˈbʀɛnən,moju,,,,ṭut,,ˈpːɑlɑmɑ,ɣaˈret͡sʲ,d̪ˠoːɟ,,,,liʃχi,gonɖka,,ka:lu
